"text_code",category_id,"term",weight,frequency,score,"language","create_time"
"107-1_631M0040_21",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_27",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",2,"農業",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",5,"開發",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",7,"永續能源",9.0,1,9.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",7,"能源",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",9,"研究",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",9,"能源",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",11,"水",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",12,"水",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",12,"能源",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",15,"植物",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M0040_30",16,"開發",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M5201",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M5201",9,"研究",2.0,7,14.0,"CH","2020-05-12 23:39:13"
"107-1_631M5201",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631M7660",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631M7660",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631M7660",9,"研究",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_631M7660",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631M8210",7,"波",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631M8210",9,"技術",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_631U0400",13,"COP",9.0,2,18.0,"CH","2020-05-12 23:39:13"
"107-1_631U0400",13,"COP",9.0,2,18.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",2,"農業",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",7,"汽車",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",7,"電池",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",9,"加裝",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",9,"道路",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",12,"汽車",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0510",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",1,"資源",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",1,"環境",4.0,4,16.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",2,"農業",3.0,6,18.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",2,"環境",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",2,"糧食",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",7,"能源",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",9,"技術",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",9,"能源",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",11,"人口",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",11,"土地",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",11,"水",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",12,"水",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",12,"能源",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",12,"減少",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",13,"氣候",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",15,"耕地",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",15,"動物",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U0700",15,"農業",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",2,"農業",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",6,"池塘",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",6,"污染",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",6,"廢水",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",11,"水",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",11,"污染",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",12,"水",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",12,"回收",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",12,"堆肥",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",12,"廢棄物處理",6.0,2,12.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",13,"污染",5.0,2,10.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U1260",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U1540",2,"農業",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_631U1540",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U1580",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_631U1580",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_631U1820",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U3160",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_631U4250",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U4250",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U4250",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U4250",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U4250",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U5720",5,"開發",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U5720",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U5720",16,"開發",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U7230",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",1,"資源",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",7,"能源",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",9,"能源",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_631U7990",12,"能源",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U9470",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U9490",7,"電池",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_631U9490",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U9610",9,"技術",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_631U9610",15,"動物",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632D0030",9,"研究",2.0,9,18.0,"CH","2020-05-12 23:39:13"
"107-1_632D0030",9,"研究成果",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_632D0040",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_632M0030",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_632M0040",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_632M0040",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_632U0110",3,"疾病",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U0110",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U0110",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_632U0110",12,"生態學",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_632U0110",15,"動物",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U0110",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U0510",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U0510",15,"蜜蜂",4.0,4,16.0,"CH","2020-05-12 23:39:13"
"107-1_632U1070",7,"風",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_632U1070",8,"工作",4.0,3,12.0,"CH","2020-05-12 23:39:13"
"107-1_632U1070",9,"研究",2.0,31,62.0,"CH","2020-05-12 23:39:13"
"107-1_632U1070",9,"科學研究",6.0,16,96.0,"CH","2020-05-12 23:39:13"
"107-1_632U1070",16,"自由",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_632U1120",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1120",9,"研究",2.0,7,14.0,"CH","2020-05-12 23:39:13"
"107-1_632U1240",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_632U1240",9,"科學研究",6.0,3,18.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",2,"食物",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",2,"農業",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",8,"公共政策",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",9,"公共政策",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",10,"公共政策",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",10,"商業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",12,"商業",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_632U1270",16,"公共政策",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_03",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_03",9,"研究",2.0,7,14.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_07",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_07",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_07",15,"植物",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_07",15,"微生物",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_09",9,"技術",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_09",9,"研究",2.0,10,20.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_09",9,"技術",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_633D1221_09",9,"研究",2.0,10,20.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_01",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_01",9,"研究",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",1,"環境",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",2,"環境",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",6,"污染",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",11,"污染",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",13,"污染",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_03",15,"植物",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_04",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_04",9,"研究",2.0,7,14.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_05",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_05",15,"植物",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_05",15,"微生物",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_06",9,"研究",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_06",15,"植物",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_07",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_07",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_633M1481_07",9,"科學研究",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",2,"生產",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",2,"農業",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",12,"生產",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",15,"保護",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",15,"植物",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_633U0140",15,"農業",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_01",9,"研究",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_01",9,"研究成果",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_04",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_04",15,"植物",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_04",15,"微生物",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_05",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_05",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_05",15,"植物",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_07",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_07",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_07",9,"科學研究",6.0,1,6.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_10",5,"開發",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_10",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_10",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_10",16,"開發",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_12",9,"技術",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_12",15,"微生物",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0361_12",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0450",3,"健康",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0450",10,"健康",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",1,"環境",4.0,5,20.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",2,"環境",2.0,5,10.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",3,"土壤污染",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",6,"水",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",6,"污染",3.0,10,30.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",8,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",9,"社會",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",10,"社會",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",11,"水",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",11,"污染",2.0,10,20.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",11,"氣候變遷",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",12,"土壤污染",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",12,"水",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",12,"環境污染物",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",13,"污染",5.0,10,50.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",13,"氣候",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",13,"氣候變遷",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",15,"土壤",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",15,"土壤污染",7.0,1,7.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",15,"植物",2.0,8,16.0,"CH","2020-05-12 23:39:13"
"107-1_633U0670",15,"種類",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U0770",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U0831_02",9,"技術",2.0,4,8.0,"CH","2020-05-12 23:39:13"
"107-1_633U0831_02",9,"研究",2.0,10,20.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",3,"健康",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",7,"汽車",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",8,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",8,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",9,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",10,"健康",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",10,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",12,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",12,"汽車",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U1031",15,"植物",2.0,10,20.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",3,"健康",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",7,"汽車",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",8,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",8,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",9,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",9,"合作",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",9,"技術",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",10,"健康",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",10,"經濟",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",12,"企業",1.0,3,3.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",12,"汽車",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_633U1041",15,"植物",2.0,10,20.0,"CH","2020-05-12 23:39:13"
"107-1_633U1120",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_633U1140",9,"研究",2.0,3,6.0,"CH","2020-05-12 23:39:13"
"107-1_633U1350",8,"工作",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-1_633U1420",3,"WHO",5.0,1,5.0,"CH","2020-05-12 23:39:13"
"107-1_633U1420",12,"GRI",8.0,1,8.0,"CH","2020-05-12 23:39:13"
"107-1_64110100",3,"健康",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_64110100",4,"教育",3.0,2,6.0,"CH","2020-05-12 23:39:13"
"107-1_64110100",10,"健康",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_64110100",10,"教育",1.0,2,2.0,"CH","2020-05-12 23:39:13"
"107-1_64110100",16,"教育",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_641D0030_01",2,"營養",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D0030_02",2,"營養",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D0090_02",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_641D0110_02",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_641D0110_12",2,"營養",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1190",3,"疾病",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_641D1190",9,"研究",2.0,6,12.0,"CH","2020-05-12 23:39:13"
"107-1_641D1190",9,"研究成果",3.0,1,3.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_01",8,"工作",4.0,1,4.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_01",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_01",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_01",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_01",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_03",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_03",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_03",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_03",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_04",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_04",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_04",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_04",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_06",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_06",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_06",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_06",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_08",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_08",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_08",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_08",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_10",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_10",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_10",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_10",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_11",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_11",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_11",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_11",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_12",8,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_12",9,"社會",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_12",9,"研究",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641D1260_12",10,"社會",1.0,1,1.0,"CH","2020-05-12 23:39:13"
"107-1_641M0030_01",2,"營養",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641M0030_02",2,"營養",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641M0060_01",13,"COP",9.0,3,27.0,"CH","2020-05-12 23:39:13"
"107-1_641M0060_02",9,"研究",2.0,2,4.0,"CH","2020-05-12 23:39:13"
"107-1_641M0060_12",2,"營養",2.0,1,2.0,"CH","2020-05-12 23:39:13"
"107-1_641M1130",6,"水",4.0,2,8.0,"CH","2020-05-12 23:39:13"
"107-1_641M1130",7,"碳",4.0,2,8.0,"CH","2020-05-12 23:39:13"
